place_id,neighborhood,fire_incidents
ChIJSegbAUfyNIgRxWUkXGV0_sM,Bloomfield,37
ChIJU1c6EUfyNIgRg8gKJwQNl4c,Bloomfield,34
ChIJA0IuNUbyNIgRuikoLdVougk,Bloomfield,36
ChIJSbERT0fyNIgRGxDyCmC7sAY,Bloomfield,31
ChIJn862SEfyNIgRVibDFUOQzsI,Bloomfield,31
ChIJm_WKOEfyNIgRQ-5OJMzSLRY,Bloomfield,38
ChIJz3fkUU_yNIgRz8ny6o9Dcos,Bloomfield,25
ChIJLfzKFEfyNIgR6L1Z3Rj0Q2c,Bloomfield,32
ChIJ9Q1kJUTyNIgRuvW9f60WFmI,Bloomfield,24
ChIJifg4qkfyNIgR78eJjin8_cI,Bloomfield,36
ChIJmTdGy0fyNIgRnBcu5zadtoQ,Bloomfield,36
ChIJ3fG3zUPyNIgRU9Xm67yqrSY,Garfield,41
ChIJF27Hp0fyNIgRnZHhBa75CIw,Bloomfield,37
ChIJQft3kaTzNIgRetJTJOLl88g,Bloomfield,32
ChIJqXdRmU3yNIgRTtYlLipakCI,Bloomfield,40
ChIJv80hSkfyNIgRNZnI9Dxc-n4,Bloomfield,36
ChIJkbYAo1jzNIgRxpuolX6I6Dc,Lower Lawrenceville,11
ChIJ7Qm3oEDyNIgRVTUeVHYmEuE,Bloomfield,27
ChIJV9x5pxXyNIgR5rO9GDHxInE,Bloomfield,29
ChIJLQOJMgDyNIgR7G4Ga-wAzg8,Squirrel Hill North,35
ChIJ_06ucs7zNIgRoAhVQhjtRk8,Bloomfield,25
ChIJxW7K-jryNIgRnoy_fq22O7U,North Oakland,30
ChIJD8Ov2h_zNIgRcC-PyQkIVys,North Oakland,38
ChIJ9d9pts7zNIgRT8U7X54jHzw,North Oakland,35
ChIJ68CEWyjzNIgR-x4agZBK-9g,North Oakland,31
ChIJvclwjTryNIgRWg9iEnHdW9w,North Oakland,33
ChIJXVu_qDvyNIgRXfFlNXIhA7A,Bloomfield,24
ChIJh39tef2Gj4AR0rCRdkJDRl4,North Oakland,35
ChIJjcep-TryNIgRNOeLcqAUXp4,North Oakland,34
ChIJf90kgzryNIgRFF3DT6QETbQ,North Oakland,34
ChIJVyjr-TvyNIgR_bA14kixa-0,Bloomfield,23
ChIJ0dtd0E3zNIgRBQOjqm70vHg,North Oakland,33
ChIJv-unHcvzNIgRAes227yxYVI,Shadyside,22
ChIJ4-WUitXzNIgRdsjqRrkobhc,Bloomfield,26
ChIJ-7BxngHzNIgRV0Gtee2KWv8,Bloomfield,12
ChIJcahYNUbyNIgRkh-YFLBrnyk,Bloomfield,10
ChIJiYokHjzyNIgRtnsi_6a_MPk,Bloomfield,17
ChIJb9ShrhHyNIgR5gt3ZnhARJQ,Shadyside,36
ChIJn5pnWB_yNIgR9toCB8xF8gk,Squirrel Hill North,21
ChIJX3bwXRTyNIgRCkbmjnSURuI,Shadyside,25
ChIJiSir5f7xNIgR2sBfHI9HoI8,Squirrel Hill South,37
ChIJjx4DoCbyNIgRa4xgF5MtWX8,North Oakland,54
ChIJhSAtHyTyNIgRDUVWLHZNrmQ,North Oakland,54
ChIJ784vwP7zNIgRbVdQMYJd8MA,North Oakland,12
ChIJFdDEVBjzNIgRzH8p4nOhS7U,North Oakland,17
ChIJgeoC3zPzNIgRQEm9X1cMZTE,North Oakland,14
ChIJd3hRoCbyNIgR_0WAdbtJq5E,North Oakland,54
ChIJM9nnvfXzNIgRswPFCZ3qSQI,North Oakland,12
ChIJayydoqzzNIgRDrjYoB3MSj8,North Oakland,17
ChIJ-7qz81zzNIgRK5B95UI4tk0,North Oakland,54
ChIJ2R-WpibyNIgRtfRjFfy1W7g,North Oakland,55
ChIJ1waLE0zzNIgRpQAnf7nEMdo,Central Oakland,36
ChIJ5VuSdJ7zNIgRmKAAM6I1Rnk,North Oakland,19
ChIJ8T0O8GHzNIgRWEN_D2SXmGo,North Oakland,24
ChIJAcntoSbyNIgRJ_tqs7HosP8,North Oakland,52
ChIJK2J2cOLzNIgRq2PMUDOTQZA,Squirrel Hill North,25
ChIJSchDPYrxNIgRprhtd8o3qXc,Squirrel Hill South,3
ChIJB-1JM6bzNIgRRn6FvCK53_A,North Oakland,59
ChIJHQBwlonxNIgRTOQNz6y-EQ8,Central Oakland,6
ChIJ_x6m61fxNIgROMgm77qPmLA,Central Oakland,21
ChIJm1K7dBzxNIgRFN9OZA3iux4,Central Oakland,23
ChIJyX5l6inyNIgRugEcIEyyBsw,West Oakland,52
ChIJNdDUQ4bxNIgR2pI0nwllfhA,Central Oakland,22
ChIJt1kaeofxNIgRbehlt6g1Vws,Central Oakland,57
ChIJXfP-3KnxNIgRbfS-nbxWS3o,Central Oakland,56
ChIJZ_i-97XxNIgRo3cA0PG1Aqg,Central Oakland,32
ChIJ7-9LLKPxNIgRrpO2_kcg7oY,Central Oakland,23
ChIJsVBcN5PxNIgRqvdo84ea2P8,Greenfield,14
ChIJuVxT6YjxNIgRb0c0GvhIJmU,Greenfield,12
ChIJ-Qt5VYfxNIgRDVs2PgNZEck,West Oakland,64
ChIJv5mJO3TxNIgR2-U7O-0raig,South Side Flats,14
ChIJczcZdHbxNIgR851UGvycI3I,South Side Flats,18
ChIJ3W48jHXxNIgRzYewBlf_lCA,South Side Flats,11
ChIJMZ6aegfxNIgRlG2XPGR2rrY,South Side Flats,18
ChIJFRFbt3bxNIgR0M9SxAMqRzg,South Side Flats,32
ChIJ9-KQqu3xNIgRQjuwNnAw5jE,Greenfield,18
ChIJ9dZ5RtHxNIgRXQx0R-kiUow,Hazelwood,37
ChIJd6RZuLfxNIgRHJT0cLCd33E,Hazelwood,66
ChIJT20LZP_xNIgRfXSxvCBARgI,Squirrel Hill South,37
ChIJwRWXX97xNIgRt99JPMbLo5k,Squirrel Hill South,17
ChIJjUAiVXTuNIgRx_uIV_2oEws,Regent Square,1
ChIJj4vndd7xNIgRMlzZaluZb7Q,Squirrel Hill South,8
ChIJjZks6gbtNIgR3J6z3f6RvZQ,Squirrel Hill North,8
ChIJXRrgsujtNIgRWwtHCcC6TG0,Point Breeze,10
ChIJGW1mL8TtNIgROt0MXN9urkw,Homewood South,39
ChIJneaRNSbtNIgR26Bot7Ibklw,Bakery Square,4
ChIJzWytUezwNIgRofWfXWmeGHs,Carrick,26
ChIJF8gWyH_yNIgR54cOZfU6tXw,Highland Park,6
ChIJxVd0I2ntNIgR0HWArl8uf3s,Highland Park,2
ChIJF2TjvX_yNIgR2rajP8TTCM0,Highland Park,9
ChIJK1hW6YTyNIgRTqozUZYSdHw,Morningside,13
ChIJ3eJzZoTyNIgRFwR6eZysncc,Morningside,9
ChIJg0PTuiLzNIgRZiDiEC0UMCM,Highland Park,9
ChIJzRu8mX_yNIgRIXXPzSRbLMU,Highland Park,10
ChIJl9Idur_tNIgRC4qSnGye370,Highland Park,2
ChIJtT84-2nyNIgRtZthPxJLhFc,Garfield,41
ChIJNS-HZW7yNIgRosFKSl6w4L4,Garfield,39
ChIJzaNUQ2nyNIgRJMi6ohsLTuQ,Garfield,38
ChIJOwT0MkLyNIgRkWGbjvbtOM8,Garfield,42
ChIJY4jK0PfzNIgRWbcs3fOumtI,Bloomfield,35
ChIJib1zoUDyNIgRjs5lzRvptV4,Bloomfield,25
ChIJ17qAEELyNIgRuOAM6Sm8NMs,Garfield,44
ChIJ7-YJEEfyNIgRO0lw1eHhKwM,Bloomfield,34
ChIJGWJzfQTzNIgRpdrWYW3X534,Bloomfield,35
ChIJkSEzAHnzNIgRjZOxPJSd_2w,East Liberty,18
ChIJnetrqnTyNIgR7bt3L49RUTM,Shadyside,35
ChIJ6YWR1gzyNIgRUf4PpzogNBw,Shadyside,23
ChIJ7Z3q5z_yNIgRPjNpFPCbwh8,Bloomfield,10
ChIJSUfZOQ3yNIgRTdo2R99Rk0Y,Shadyside,20
ChIJ4aDOY2ryNIgRcjgyna2jC4s,Bloomfield,14
ChIJ_xbBinPyNIgR5I6bKzW6Xc4,East Liberty,38
ChIJAZBTnjPtNIgRatsp-ZwuOMU,Point Breeze,5
ChIJ_woa_lzzNIgRPKXB29y4pG0,Shadyside,29
ChIJLy7o3xDyNIgR-cB2KQN8G9I,Shadyside,29
ChIJC5P7sxHyNIgR6IoKrVoD-QY,Shadyside,37
ChIJa-FPHBHyNIgRVC5VMamD3vw,Shadyside,30
ChIJK0aB_hDyNIgRZTfaR-B3Ja4,Shadyside,36
ChIJb7SKCr3zNIgRuElCmbxa6BM,Shadyside,37
ChIJwb_5sRHyNIgR3BQjpqxJpxU,Shadyside,35
ChIJn4O9qBHyNIgRc9dX4Aodfz8,Shadyside,36
ChIJ4YqBhhXyNIgR6RZeY4TH8Us,Bloomfield,21
ChIJf1H49KXzNIgR-I5Odjiw84w,Bloomfield,29
ChIJebeZTHLzNIgRyziDyvkn5nQ,Shadyside,29
ChIJp_sbrxHyNIgRJSCP_0F4rSE,Shadyside,35
ChIJQ86AALDzNIgRx3FrHBuHwfQ,Friendship,27
ChIJNfUt57vzNIgR-JxNmrSoOmU,Bloomfield,28
ChIJ5R6OJibzNIgRj7PaeC0EYeE,Shadyside,35
ChIJ9Q-zXVPzNIgRxMq2OYHXA-k,Shadyside,29
ChIJfcIfgRTyNIgRlnaFPGmBSX0,Shadyside,28
ChIJqSoSWE3zNIgRC5ZZW-O1ZRI,Bloomfield,22
ChIJp_sbrxHyNIgRy4d_3ltvJfA,Shadyside,32
ChIJ2YCjHxPyNIgRx9QebVCaHiI,Shadyside,27
ChIJiYlvLxHyNIgR0Zqr20MbZ9Q,Shadyside,29
ChIJV2sb0hDyNIgRUE0eUaaDj6o,Shadyside,26
ChIJZ3KkqdDzNIgRCD7wfJUWqAM,Squirrel Hill North,21
ChIJQ4p9cSzzNIgRUCflMiwYVNQ,Squirrel Hill North,16
ChIJlV4y5yHyNIgRaaYa1zk7vYw,Squirrel Hill North,21
ChIJz3eMvGyKNIgR4IB0zeYZy-M,North Oakland,58
ChIJLxnwlKrzNIgRtueHT9PHFn4,Squirrel Hill North,16
ChIJhQOupibyNIgReBoACHik1Jw,North Oakland,55
ChIJ_ZmkglLyNIgRp90B8NkqLPE,North Oakland,14
ChIJ2Tf5pCnyNIgRyENX85bm4pE,North Oakland,16
ChIJj8asgjHxNIgRF8MtNqy8v8U,Greenfield,18
ChIJffNccebxNIgR9JGg-4HwhFk,Greenfield,18
ChIJLd3F_PzxNIgRDq8xAmHQ18Q,Squirrel Hill South,36
ChIJfWX-mf7xNIgRE9ZKdBmUiFE,Squirrel Hill South,39
ChIJg4iqU1zxNIgRpPPslHG6YxA,Squirrel Hill South,36
ChIJHaUunP7xNIgRxkzGYOAIs3s,Squirrel Hill South,40
ChIJz2YHEADyNIgR3i06eMICpDM,Squirrel Hill South,28
ChIJt4iTxpPxNIgR48jSGmbEhCI,Squirrel Hill South,40
ChIJjWC6Ef_xNIgRyJodJrEpjAc,Squirrel Hill South,46
ChIJVVVJhf7xNIgRO6i9n8IDVUk,Squirrel Hill South,39
ChIJl-ia3d3xNIgRgi7ZuCdv5AQ,Squirrel Hill South,8
ChIJR0IGCADyNIgRvOjy0MNoRTs,Squirrel Hill South,10
ChIJ-7t67_7xNIgRT00uAV8ynN4,Squirrel Hill South,38
ChIJF8MtFMLxNIgRon3pDMIjAhE,Squirrel Hill South,40
ChIJo4Minv7xNIgRVktnEAAFCBU,Squirrel Hill South,39
ChIJdyHrh97xNIgRhSG-7v6c1So,Squirrel Hill South,7
ChIJWSLuPqHzNIgRPwtYJJ0MS6E,Highland Park,10
ChIJvTL5iH_yNIgRdO6KVGjHGXM,Highland Park,9
ChIJE5YAUp3yNIgRIJAi9h5VJmc,Morningside,3
ChIJG4Wlv3_yNIgRD72vwwni040,Highland Park,9
ChIJ_86ohnTyNIgRr-dolrlyapI,Shadyside,49
ChIJwTXFF1bzNIgRBtuoDvqaDAk,Shadyside,48
ChIJPWcNTYrzNIgR37erh1gupOE,East Liberty,48
ChIJBcn2m7LzNIgR9TG_cGShmus,East Liberty,50
ChIJDbCnsZnzNIgRiHI_XTdUWL0,East Liberty,36
ChIJq6pueXPyNIgR_3Td6iT1jtw,East Liberty,49
ChIJta2mTC3zNIgRWWrI37jfR6Y,Shadyside,49
ChIJT2aefnPyNIgRQ5S7I37vdJo,East Liberty,47
ChIJyZk6TnTuNIgRYkbnt5HepOA,East Liberty,47
ChIJuR3d3OrzNIgRjtHbCef0GP0,East Liberty,47
ChIJ2U961ErzNIgR_Q6HvAae7_s,East Liberty,37
ChIJibTcXnTyNIgRGUl5vW35uPU,Shadyside,49
ChIJfwD2p3PyNIgRvbg2tg__Oz8,East Liberty,47
ChIJV7Ep6nbyNIgRZRxAbwKeAF8,East Liberty,25
ChIJmWLN6GnzNIgRo8_Bfz1dHAw,East Liberty,43
ChIJAZ2LBnTyNIgRuOijoRkjvzI,East Liberty,34
ChIJtfj1dHTyNIgRufxtaSnXwO4,East Liberty,36
ChIJRfuKPGnzNIgR_18jx90DqIk,Shadyside,41
ChIJeYLZfXPyNIgRWDOFw-mvS9g,East Liberty,49
ChIJJ5Vo3wXzNIgR5dwpSgzW7_I,East Liberty,40
ChIJr9grg3TyNIgRDTLMzxnA_QY,Shadyside,48
ChIJ85r6U3PyNIgRShRo4vMObTI,Shadyside,34
ChIJk3ZweXPyNIgR8yU9fdW2sAE,East Liberty,47
ChIJFZFaXXPyNIgRqHdSvWV0XJE,East Liberty,35
ChIJcUkTqHTyNIgRLy_IP94UFBA,Shadyside,46
ChIJWQh7rAzyNIgR2SmJQjW3nAs,Shadyside,28
ChIJf8-9UXPyNIgR0MoGEhLB1VY,Shadyside,30
ChIJgRGc7WXuNIgRWWuiWGKgCI4,Shadyside,39
ChIJ-xSPSIvtNIgROIxeTVTEcqM,Bakery Square,6
ChIJqb4DQg3yNIgRyPkcGL6oQko,Shadyside,19
ChIJ5ZgTcwfzNIgRK-c2BoTZ9vc,Bloomfield,19
ChIJ4y5iaA3yNIgRlveZw8ch5ew,Shadyside,18
ChIJDRzTaXTyNIgRr-Lofpxky2w,East Liberty,40
ChIJJyuhq3XyNIgRWy9Y9vlV3Oc,East Liberty,37
ChIJK7NDJ3PyNIgRnm1MTAat90w,Shadyside,23
ChIJWXZrWqXtNIgRm2RPZqg8R8I,Bakery Square,5
ChIJVdUuLdXzNIgRvALLqvy_rwY,Shadyside,49
ChIJ1UhbPQjzNIgRHEWiUMjOknk,Bloomfield,19
ChIJ7Z96hYTyNIgRYGJl3swgnp4,Bakery Square,5
ChIJEfGbKwDyNIgR-iKYm8ZnK9U,Squirrel Hill North,34
ChIJt-D2X5_zNIgRz9ps_RHI-Og,Squirrel Hill North,36
ChIJz1h41wHyNIgR0AVlKsbGd4k,Squirrel Hill South,34
ChIJWzNtxbfzNIgRJXA9L56crus,Squirrel Hill North,32
ChIJ2TLs4XTxNIgRdosg14v5Zbk,Squirrel Hill South,41
ChIJ2bCX4u3zNIgRffs3LXEuos4,Squirrel Hill South,37
ChIJpZy2hejzNIgRQwot09jRySs,Squirrel Hill North,31
ChIJ3TSizQHyNIgR7BC1XJB1zFE,Squirrel Hill North,36
ChIJc7q2DTvxNIgR5K3SOPvVKUw,Squirrel Hill South,37
ChIJB8xjqIDzNIgRMVrLT_jOZfw,Squirrel Hill South,36
ChIJl_sqJADyNIgRQFP6M9vWblk,Squirrel Hill South,37
ChIJdeLTv07xNIgRX9CnXW42LYE,Squirrel Hill South,36
ChIJU-45Yv_xNIgRciJEiRDX_LU,Squirrel Hill South,34
ChIJwy6Z7v7xNIgRVHQFJTCXZIA,Squirrel Hill South,40
ChIJXR5HGADyNIgRlG94zJiYKZE,Squirrel Hill South,31
ChIJPUJMmf7xNIgRGE-k0pnaxro,Squirrel Hill South,40
ChIJS4w6F__xNIgRHBCgNlvm6hY,Squirrel Hill South,46
ChIJY7-zEQDyNIgRnr2vhjLZ77w,Squirrel Hill North,30
ChIJ-041qUrxNIgRJhS5iBmhLnI,Squirrel Hill South,42
ChIJY8Gdq2_zNIgRAa39P2rQJc8,Squirrel Hill North,35
ChIJuyHL7f7xNIgREhCvl94Nmp8,Squirrel Hill South,40
ChIJO1Y0l_7xNIgRD-FhmdnGPsA,Squirrel Hill South,39
ChIJNVsfYR_yNIgR4lHAYMWATb0,Squirrel Hill North,21
ChIJo8aPmf7xNIgRV9yjm17UQt0,Squirrel Hill South,40
ChIJleE02AHyNIgRsQ8kBSbcncw,Squirrel Hill South,34
ChIJe94cciLyNIgRdN_PX7Lnl18,Squirrel Hill North,16
ChIJy4AT9-LxNIgRZyAiiPJU6xo,Squirrel Hill South,40
ChIJ6WqCYf_xNIgRLF0LEZn2XH0,Squirrel Hill South,34
ChIJr5-PxPTzNIgRQkBX3TxkspU,Squirrel Hill South,29
ChIJ_TOmxfbtNIgREOzdauNQIus,Point Breeze,5
ChIJxYa44v7xNIgRM0tbj-YIWG4,Squirrel Hill South,35
ChIJa2ZLkf7xNIgR0T4Mb28ngVY,Squirrel Hill South,42
ChIJ5zBe-P_tNIgRMzm5yHn9g0k,Squirrel Hill South,10
ChIJUWlACQDyNIgREUt5L5b1ccw,Squirrel Hill North,22
ChIJW4mbBNjzNIgRYmFrVv01reY,Squirrel Hill North,31
ChIJq2y5XPzxNIgR6am_dkfqh2c,Squirrel Hill South,34
ChIJh9UePtzzNIgRsWPBOb3uS9w,Squirrel Hill South,34
ChIJMaOoKfDxNIgRRtdwslgnQNY,Squirrel Hill South,40
ChIJOYLk35jzNIgR3SDcof8vRuY,Squirrel Hill South,37
ChIJ1UtXA63xNIgR-QiZCuSxq9k,Squirrel Hill South,37
ChIJKz22Ah_yNIgRbiYIedRcemI,Squirrel Hill North,17
ChIJG-eFCADyNIgRTaCHY2zqm1w,Squirrel Hill South,22
ChIJW8ApajbvNIgRQ9loNp2N3zc,New Homestead,2
ChIJCed4bubxNIgRlp7B_7Fdqw0,Greenfield,19
ChIJMeFNAFnxNIgR62Y1n_exNUU,Regent Square,1
ChIJOby4E-TvNIgRWcjBLfHJ-S4,Lincoln Place,12
ChIJ3TjCauTvNIgRdCnTzbVhSKM,Lincoln Place,16
ChIJ4fyYe8PtNIgRVpy6iAusL60,Lincoln-Lemington-Belmar,20
ChIJe59DvhPtNIgRQHy359SGF0E,Lincoln-Lemington-Belmar,20
ChIJf3pm97XsNIgRAK5HRi4gYrE,Lincoln-Lemington-Belmar,3
ChIJyQ0Jh3XyNIgRqa_YXoFXgkY,East Liberty,31
ChIJDfC91HLzNIgRArtzxCsywto,East Liberty,46
ChIJw6fvbfbtNIgRqWTFkxKrJTE,Bakery Square,5
ChIJFTbxe8TtNIgRad8ZhAxxCww,Bakery Square,6
ChIJ_YiyhabtNIgRbCv35jqJfJ0,Bakery Square,6
ChIJR2-dnCrtNIgR6a9zwrmhq6I,Bakery Square,4
ChIJl-J-t4rtNIgRpEmEk601GX8,East Liberty,14
ChIJmccYg5LtNIgR2eNthmMJg_g,Homewood West,35
ChIJVwsiqHTyNIgRA4eK4lD0_PM,Shadyside,41
ChIJZU5v0vbtNIgRMii7ACbO6JI,Point Breeze,5
ChIJ63Fc-0vtNIgRw2glXcAQpoA,Bakery Square,6
ChIJraxyITztNIgRGBukmraKAgU,Bakery Square,4
ChIJOR25pQzyNIgRs3ph0-Be0BQ,Shadyside,28
ChIJ9TDbxYrtNIgRObPCSOgy3AE,East Liberty,8
ChIJ8dgFY__xNIgRCzjxWltwItw,Squirrel Hill South,36
ChIJf6kfwMLtNIgRXT8RnzFUh9s,Regent Square,1
ChIJ24QQrXXuNIgRBYsiNnow9JA,Regent Square,1
ChIJT2VbCRvvNIgRmRFQP6K9iXw,Regent Square,1
ChIJB3sjdsfsNIgR2rV5Lh1JcBI,Lincoln-Lemington-Belmar,22
ChIJYbWigLXsNIgRVKwrXkzaj8g,Lincoln-Lemington-Belmar,3
ChIJzd4VsErtNIgRHQa3VqDnbgI,Lincoln-Lemington-Belmar,3
ChIJeSSmJRLtNIgRBOgP766JQ7I,Lincoln-Lemington-Belmar,22
ChIJhQxuGDaTNIgRooR0K7xcCc4,Lincoln-Lemington-Belmar,3
ChIJ13K0kUDtNIgRBTZWdoV4cDE,Lincoln-Lemington-Belmar,22
ChIJ-d12ncfsNIgRdZGi3XtccTQ,Lincoln-Lemington-Belmar,3
ChIJKYxxdsfsNIgRZsmnJBFzihQ,Lincoln-Lemington-Belmar,30
ChIJQ06KcDWTNIgR_KOB-hCyPO8,Lincoln-Lemington-Belmar,3
ChIJMzWYo7TtNIgRJKRSaMn2IvY,East Hills,21
ChIJweotuhHtNIgRWG1WxQOvrtI,Lincoln-Lemington-Belmar,3
ChIJcyYHp8rsNIgRHsRu6o0h96k,Lincoln-Lemington-Belmar,20
ChIJSxg7nsfsNIgROL-GRoQfvWM,Lincoln-Lemington-Belmar,30
ChIJy6fvtQntNIgRbwV3UV3y9jQ,Homewood West,42
ChIJtfL375LtNIgRoaRaH6Jvl7A,Homewood West,40
ChIJzwyZddvtNIgRs4e3uCsS1-s,Homewood North,83
ChIJ8YKHuArtNIgR-agLYrZ00-0,Homewood South,34
ChIJOUrEhvftNIgRExY3TbnV6-Y,Point Breeze,18
ChIJhy57tOntNIgROFIEFKXVngs,Point Breeze,18
ChIJq1hYRLHtNIgRdCtW_bZslaA,Regent Square,8
ChIJV6x6LsHtNIgRwp7VohSDHT4,Homewood South,48
ChIJhf_eEmztNIgRtb3sUYxdgag,Regent Square,5
ChIJx5twJ2zzNIgROW-CtRhUKys,Squirrel Hill South,30
ChIJBXsjpODtNIgRG6z6bTSjwNc,Regent Square,8
ChIJd6t7bKjtNIgRHcA-CrxDtDw,Regent Square,9
ChIJhZT5r9XtNIgRoapjTzxiSk8,Homewood South,45
ChIJUb5wEu3tNIgRivUh-Ckdlo4,Homewood North,42
ChIJ124PqiPtNIgRA-U3vYMZElE,Homewood North,40
ChIJLwMVDMbtNIgRBz19z_C0Gr4,Homewood South,52
ChIJYX8MOr_tNIgRy3u8brxJ7Vc,Homewood North,55
ChIJqXr2PsPtNIgRwLgSS75mbwg,Point Breeze,23
ChIJX8zp4sLtNIgR-Y_LhQ6wDe0,Point Breeze North,18
ChIJN3RDUXTuNIgR6nGsrFqr8E8,Regent Square,1
ChIJ0VPq8RvtNIgRj5Ga8BZOeHA,Lincoln-Lemington-Belmar,3
ChIJP-ftn8rsNIgRKFmLqVQEOs4,Lincoln-Lemington-Belmar,20
ChIJmQXUvBHtNIgRx7a8ckWj4Xo,Lincoln-Lemington-Belmar,6
